"success","rt","trial_type","trial_index","plugin_version","time_elapsed","subj_id","stimulus","response","trail_tag","task","ismatch","target","correct_key","correct","response_key"
"","null","html-keynbutton-response","67","2.0.0","1575442","4","<div class=""pb-14 text-7xl"">+</div>","null","fixation","","","","","",""
"","527","html-keynbutton-response","68","2.0.0","1575969","4","<div class=""flex flex-row stim-length pb-8 md:pd-20 justify-evenly items-center""><div class=""circle""></div><div class=""circle""></div><div class=""circle""></div></div>","q","","matchness_test","match","圆","q","true","match"
"","null","html-keynbutton-response","69","2.0.0","1576476","4","<div class=""pb-14 text-7xl"">+</div>","null","fixation","","","","","",""
"","452","html-keynbutton-response","70","2.0.0","1576929","4","<div class=""flex flex-row stim-length pb-8 md:pd-20 justify-evenly items-center""><div class=""square""></div><div class=""circle""></div><div class=""square""></div></div>","p","","matchness_test","mismatch","圆","p","true","mismatch"
"","null","html-keynbutton-response","71","2.0.0","1577430","4","<div class=""pb-14 text-7xl"">+</div>","null","fixation","","","","","",""
"","459","html-keynbutton-response","72","2.0.0","1577889","4","<div class=""flex flex-row stim-length pb-8 md:pd-20 justify-evenly items-center""><div class=""circle""></div><div class=""square""></div><div class=""circle""></div></div>","p","","matchness_test","mismatch","方","p","true","mismatch"
"","null","html-keynbutton-response","73","2.0.0","1578403","4","<div class=""pb-14 text-7xl"">+</div>","null","fixation","","","","","",""
"","462","html-keynbutton-response","74","2.0.0","1578865","4","<div class=""flex flex-row stim-length pb-8 md:pd-20 justify-evenly items-center""><div class=""square""></div><div class=""square""></div><div class=""square""></div></div>","q","","matchness_test","match","方","q","true","match"
"","null","html-keynbutton-response","75","2.0.0","1579366","4","<div class=""pb-14 text-7xl"">+</div>","null","fixation","","","","","",""
"","395","html-keynbutton-response","76","2.0.0","1579761","4","<div class=""flex flex-row stim-length pb-8 md:pd-20 justify-evenly items-center""><div class=""square""></div><div class=""square""></div><div class=""square""></div></div>","q","","matchness_test","match","方","q","true","match"
"","null","html-keynbutton-response","77","2.0.0","1580261","4","<div class=""pb-14 text-7xl"">+</div>","null","fixation","","","","","",""
"","411","html-keynbutton-response","78","2.0.0","1580673","4","<div class=""flex flex-row stim-length pb-8 md:pd-20 justify-evenly items-center""><div class=""square""></div><div class=""circle""></div><div class=""square""></div></div>","p","","matchness_test","mismatch","圆","p","true","mismatch"
"","null","html-keynbutton-response","79","2.0.0","1581178","4","<div class=""pb-14 text-7xl"">+</div>","null","fixation","","","","","",""
"","518","html-keynbutton-response","80","2.0.0","1581697","4","<div class=""flex flex-row stim-length pb-8 md:pd-20 justify-evenly items-center""><div class=""circle""></div><div class=""circle""></div><div class=""circle""></div></div>","q","","matchness_test","match","圆","q","true","match"
"","null","html-keynbutton-response","81","2.0.0","1582207","4","<div class=""pb-14 text-7xl"">+</div>","null","fixation","","","","","",""
"","466","html-keynbutton-response","82","2.0.0","1582673","4","<div class=""flex flex-row stim-length pb-8 md:pd-20 justify-evenly items-center""><div class=""circle""></div><div class=""square""></div><div class=""circle""></div></div>","p","","matchness_test","mismatch","方","p","true","mismatch"
"","null","html-keynbutton-response","83","2.0.0","1583177","4","<div class=""pb-14 text-7xl"">+</div>","null","fixation","","","","","",""
"","424","html-keynbutton-response","84","2.0.0","1583601","4","<div class=""flex flex-row stim-length pb-8 md:pd-20 justify-evenly items-center""><div class=""circle""></div><div class=""square""></div><div class=""circle""></div></div>","p","","matchness_test","mismatch","方","p","true","mismatch"
"","null","html-keynbutton-response","85","2.0.0","1584111","4","<div class=""pb-14 text-7xl"">+</div>","null","fixation","","","","","",""
"","401","html-keynbutton-response","86","2.0.0","1584513","4","<div class=""flex flex-row stim-length pb-8 md:pd-20 justify-evenly items-center""><div class=""square""></div><div class=""square""></div><div class=""square""></div></div>","q","","matchness_test","match","方","q","true","match"
"","null","html-keynbutton-response","87","2.0.0","1585020","4","<div class=""pb-14 text-7xl"">+</div>","null","fixation","","","","","",""
"","484","html-keynbutton-response","88","2.0.0","1585505","4","<div class=""flex flex-row stim-length pb-8 md:pd-20 justify-evenly items-center""><div class=""circle""></div><div class=""circle""></div><div class=""circle""></div></div>","q","","matchness_test","match","圆","q","true","match"
"","null","html-keynbutton-response","89","2.0.0","1586006","4","<div class=""pb-14 text-7xl"">+</div>","null","fixation","","","","","",""
"","395","html-keynbutton-response","90","2.0.0","1586401","4","<div class=""flex flex-row stim-length pb-8 md:pd-20 justify-evenly items-center""><div class=""square""></div><div class=""circle""></div><div class=""square""></div></div>","p","","matchness_test","mismatch","圆","p","true","mismatch"
"","null","html-keynbutton-response","91","2.0.0","1586905","4","<div class=""pb-14 text-7xl"">+</div>","null","fixation","","","","","",""
"","408","html-keynbutton-response","92","2.0.0","1587313","4","<div class=""flex flex-row stim-length pb-8 md:pd-20 justify-evenly items-center""><div class=""circle""></div><div class=""circle""></div><div class=""circle""></div></div>","q","","matchness_test","match","圆","q","true","match"
"","null","html-keynbutton-response","93","2.0.0","1587814","4","<div class=""pb-14 text-7xl"">+</div>","null","fixation","","","","","",""
"","459","html-keynbutton-response","94","2.0.0","1588273","4","<div class=""flex flex-row stim-length pb-8 md:pd-20 justify-evenly items-center""><div class=""circle""></div><div class=""square""></div><div class=""circle""></div></div>","p","","matchness_test","mismatch","方","p","true","mismatch"
"","null","html-keynbutton-response","95","2.0.0","1588781","4","<div class=""pb-14 text-7xl"">+</div>","null","fixation","","","","","",""
"","419","html-keynbutton-response","96","2.0.0","1589201","4","<div class=""flex flex-row stim-length pb-8 md:pd-20 justify-evenly items-center""><div class=""square""></div><div class=""square""></div><div class=""square""></div></div>","q","","matchness_test","match","方","q","true","match"
"","null","html-keynbutton-response","97","2.0.0","1589706","4","<div class=""pb-14 text-7xl"">+</div>","null","fixation","","","","","",""
"","518","html-keynbutton-response","98","2.0.0","1590225","4","<div class=""flex flex-row stim-length pb-8 md:pd-20 justify-evenly items-center""><div class=""square""></div><div class=""circle""></div><div class=""square""></div></div>","p","","matchness_test","mismatch","圆","p","true","mismatch"
"","null","html-keynbutton-response","99","2.0.0","1590734","4","<div class=""pb-14 text-7xl"">+</div>","null","fixation","","","","","",""
"","402","html-keynbutton-response","100","2.0.0","1591137","4","<div class=""flex flex-row stim-length pb-8 md:pd-20 justify-evenly items-center""><div class=""circle""></div><div class=""square""></div><div class=""circle""></div></div>","p","","matchness_test","mismatch","方","p","true","mismatch"
"","null","html-keynbutton-response","101","2.0.0","1591653","4","<div class=""pb-14 text-7xl"">+</div>","null","fixation","","","","","",""
"","412","html-keynbutton-response","102","2.0.0","1592065","4","<div class=""flex flex-row stim-length pb-8 md:pd-20 justify-evenly items-center""><div class=""circle""></div><div class=""circle""></div><div class=""circle""></div></div>","q","","matchness_test","match","圆","q","true","match"
"","null","html-keynbutton-response","103","2.0.0","1592566","4","<div class=""pb-14 text-7xl"">+</div>","null","fixation","","","","","",""
"","443","html-keynbutton-response","104","2.0.0","1593009","4","<div class=""flex flex-row stim-length pb-8 md:pd-20 justify-evenly items-center""><div class=""square""></div><div class=""square""></div><div class=""square""></div></div>","q","","matchness_test","match","方","q","true","match"
"","null","html-keynbutton-response","105","2.0.0","1593510","4","<div class=""pb-14 text-7xl"">+</div>","null","fixation","","","","","",""
"","459","html-keynbutton-response","106","2.0.0","1593969","4","<div class=""flex flex-row stim-length pb-8 md:pd-20 justify-evenly items-center""><div class=""square""></div><div class=""circle""></div><div class=""square""></div></div>","p","","matchness_test","mismatch","圆","p","true","mismatch"
"","null","html-keynbutton-response","107","2.0.0","1594480","4","<div class=""pb-14 text-7xl"">+</div>","null","fixation","","","","","",""
"","545","html-keynbutton-response","108","2.0.0","1595025","4","<div class=""flex flex-row stim-length pb-8 md:pd-20 justify-evenly items-center""><div class=""square""></div><div class=""square""></div><div class=""square""></div></div>","q","","matchness_test","match","方","q","true","match"
"","null","html-keynbutton-response","109","2.0.0","1595526","4","<div class=""pb-14 text-7xl"">+</div>","null","fixation","","","","","",""
"","523","html-keynbutton-response","110","2.0.0","1596049","4","<div class=""flex flex-row stim-length pb-8 md:pd-20 justify-evenly items-center""><div class=""square""></div><div class=""circle""></div><div class=""square""></div></div>","p","","matchness_test","mismatch","圆","p","true","mismatch"
"","null","html-keynbutton-response","111","2.0.0","1596560","4","<div class=""pb-14 text-7xl"">+</div>","null","fixation","","","","","",""
"","481","html-keynbutton-response","112","2.0.0","1597041","4","<div class=""flex flex-row stim-length pb-8 md:pd-20 justify-evenly items-center""><div class=""circle""></div><div class=""circle""></div><div class=""circle""></div></div>","q","","matchness_test","match","圆","q","true","match"
"","null","html-keynbutton-response","113","2.0.0","1597556","4","<div class=""pb-14 text-7xl"">+</div>","null","fixation","","","","","",""
"","493","html-keynbutton-response","114","2.0.0","1598049","4","<div class=""flex flex-row stim-length pb-8 md:pd-20 justify-evenly items-center""><div class=""circle""></div><div class=""square""></div><div class=""circle""></div></div>","p","","matchness_test","mismatch","方","p","true","mismatch"
"","null","html-keynbutton-response","115","2.0.0","1598551","4","<div class=""pb-14 text-7xl"">+</div>","null","fixation","","","","","",""
"","458","html-keynbutton-response","116","2.0.0","1599009","4","<div class=""flex flex-row stim-length pb-8 md:pd-20 justify-evenly items-center""><div class=""square""></div><div class=""circle""></div><div class=""square""></div></div>","p","","matchness_test","mismatch","圆","p","true","mismatch"
"","null","html-keynbutton-response","117","2.0.0","1599524","4","<div class=""pb-14 text-7xl"">+</div>","null","fixation","","","","","",""
"","412","html-keynbutton-response","118","2.0.0","1599937","4","<div class=""flex flex-row stim-length pb-8 md:pd-20 justify-evenly items-center""><div class=""square""></div><div class=""square""></div><div class=""square""></div></div>","q","","matchness_test","match","方","q","true","match"
"","null","html-keynbutton-response","119","2.0.0","1600438","4","<div class=""pb-14 text-7xl"">+</div>","null","fixation","","","","","",""
"","411","html-keynbutton-response","120","2.0.0","1600849","4","<div class=""flex flex-row stim-length pb-8 md:pd-20 justify-evenly items-center""><div class=""circle""></div><div class=""circle""></div><div class=""circle""></div></div>","q","","matchness_test","match","圆","q","true","match"
"","null","html-keynbutton-response","121","2.0.0","1601350","4","<div class=""pb-14 text-7xl"">+</div>","null","fixation","","","","","",""
"","491","html-keynbutton-response","122","2.0.0","1601841","4","<div class=""flex flex-row stim-length pb-8 md:pd-20 justify-evenly items-center""><div class=""circle""></div><div class=""square""></div><div class=""circle""></div></div>","p","","matchness_test","mismatch","方","p","true","mismatch"
"","null","html-keynbutton-response","123","2.0.0","1602350","4","<div class=""pb-14 text-7xl"">+</div>","null","fixation","","","","","",""
"","419","html-keynbutton-response","124","2.0.0","1602769","4","<div class=""flex flex-row stim-length pb-8 md:pd-20 justify-evenly items-center""><div class=""square""></div><div class=""square""></div><div class=""square""></div></div>","q","","matchness_test","match","方","q","true","match"
"","null","html-keynbutton-response","125","2.0.0","1603270","4","<div class=""pb-14 text-7xl"">+</div>","null","fixation","","","","","",""
"","843","html-keynbutton-response","126","2.0.0","1604113","4","<div class=""flex flex-row stim-length pb-8 md:pd-20 justify-evenly items-center""><div class=""square""></div><div class=""circle""></div><div class=""square""></div></div>","p","","matchness_test","mismatch","圆","p","true","mismatch"
"","null","html-keynbutton-response","127","2.0.0","1604627","4","<div class=""pb-14 text-7xl"">+</div>","null","fixation","","","","","",""
"","413","html-keynbutton-response","128","2.0.0","1605041","4","<div class=""flex flex-row stim-length pb-8 md:pd-20 justify-evenly items-center""><div class=""circle""></div><div class=""square""></div><div class=""circle""></div></div>","p","","matchness_test","mismatch","方","p","true","mismatch"
"","null","html-keynbutton-response","129","2.0.0","1605541","4","<div class=""pb-14 text-7xl"">+</div>","null","fixation","","","","","",""
"","459","html-keynbutton-response","130","2.0.0","1606001","4","<div class=""flex flex-row stim-length pb-8 md:pd-20 justify-evenly items-center""><div class=""circle""></div><div class=""circle""></div><div class=""circle""></div></div>","q","","matchness_test","match","圆","q","true","match"
"","null","html-keynbutton-response","131","2.0.0","1606501","4","<div class=""pb-14 text-7xl"">+</div>","null","fixation","","","","","",""
"","331","html-keynbutton-response","132","2.0.0","1606833","4","<div class=""flex flex-row stim-length pb-8 md:pd-20 justify-evenly items-center""><div class=""circle""></div><div class=""circle""></div><div class=""circle""></div></div>","q","","matchness_test","match","圆","q","true","match"
"","null","html-keynbutton-response","133","2.0.0","1607334","4","<div class=""pb-14 text-7xl"">+</div>","null","fixation","","","","","",""
"","363","html-keynbutton-response","134","2.0.0","1607697","4","<div class=""flex flex-row stim-length pb-8 md:pd-20 justify-evenly items-center""><div class=""square""></div><div class=""square""></div><div class=""square""></div></div>","q","","matchness_test","match","方","q","true","match"
"","null","html-keynbutton-response","135","2.0.0","1608211","4","<div class=""pb-14 text-7xl"">+</div>","null","fixation","","","","","",""
"","397","html-keynbutton-response","136","2.0.0","1608609","4","<div class=""flex flex-row stim-length pb-8 md:pd-20 justify-evenly items-center""><div class=""square""></div><div class=""circle""></div><div class=""square""></div></div>","p","","matchness_test","mismatch","圆","p","true","mismatch"
"","null","html-keynbutton-response","137","2.0.0","1609115","4","<div class=""pb-14 text-7xl"">+</div>","null","fixation","","","","","",""
"","822","html-keynbutton-response","138","2.0.0","1609937","4","<div class=""flex flex-row stim-length pb-8 md:pd-20 justify-evenly items-center""><div class=""circle""></div><div class=""square""></div><div class=""circle""></div></div>","p","","matchness_test","mismatch","方","p","true","mismatch"
"","null","html-keynbutton-response","139","2.0.0","1610451","4","<div class=""pb-14 text-7xl"">+</div>","null","fixation","","","","","",""
"","541","html-keynbutton-response","140","2.0.0","1610993","4","<div class=""flex flex-row stim-length pb-8 md:pd-20 justify-evenly items-center""><div class=""circle""></div><div class=""circle""></div><div class=""circle""></div></div>","q","","matchness_test","match","圆","q","true","match"
"","null","html-keynbutton-response","141","2.0.0","1611501","4","<div class=""pb-14 text-7xl"">+</div>","null","fixation","","","","","",""
"","371","html-keynbutton-response","142","2.0.0","1611873","4","<div class=""flex flex-row stim-length pb-8 md:pd-20 justify-evenly items-center""><div class=""square""></div><div class=""square""></div><div class=""square""></div></div>","p","","matchness_test","match","方","q","false","mismatch"
"","null","html-keynbutton-response","143","2.0.0","1612387","4","<div class=""pb-14 text-7xl"">+</div>","null","fixation","","","","","",""
"","766","html-keynbutton-response","144","2.0.0","1613153","4","<div class=""flex flex-row stim-length pb-8 md:pd-20 justify-evenly items-center""><div class=""square""></div><div class=""circle""></div><div class=""square""></div></div>","p","","matchness_test","mismatch","圆","p","true","mismatch"
"","null","html-keynbutton-response","145","2.0.0","1613657","4","<div class=""pb-14 text-7xl"">+</div>","null","fixation","","","","","",""
"","472","html-keynbutton-response","146","2.0.0","1614129","4","<div class=""flex flex-row stim-length pb-8 md:pd-20 justify-evenly items-center""><div class=""circle""></div><div class=""square""></div><div class=""circle""></div></div>","p","","matchness_test","mismatch","方","p","true","mismatch"
"","9279","html-keynbutton-response","147","2.0.0","1623409","4","<div class=""jp""><p>您已完成1/10部分</p><p>请休息一会儿</p>
    <p>您的正确率是：98%</p>
    <p>您的平均反应时间是：473毫秒</p></div>"," ","block_feedback","","","","","",""
"","null","html-keynbutton-response","148","2.0.0","1626619","4","<count-down title=""""></count-down>","null","countDown_trial","","","","","",""
"","null","html-keynbutton-response","149","2.0.0","1627124","4","<div class=""pb-14 text-7xl"">+</div>","null","fixation","","","","","",""
"","477","html-keynbutton-response","150","2.0.0","1627601","4","<div class=""flex flex-row stim-length pb-8 md:pd-20 justify-evenly items-center""><div class=""square""></div><div class=""square""></div><div class=""square""></div></div>","q","","matchness_test_1","match","方","q","true","match"
"","null","html-keynbutton-response","151","2.0.0","1628105","4","<div class=""pb-14 text-7xl"">+</div>","null","fixation","","","","","",""
